#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#med_bin_flux: median of binned fluxes. Each bin is +/-2 sigma wide. There are 5 bins on either side of a group of line asked to be fit, beyond the +/-5 sigma window. This is to take into account the wiggles in the spectrum
#mad_bin_flux: median absolute deviation of the above binned fluxes
#MAD_significance: (f_line - med_bin_flux)/mad_bin_flux. Probably should NOT be USED anymore
#EW_3sig_lim_Schneider: 3sigma upper limit for unresolved OR detection criteria for resolved EWs, as determined using Schneider et al. 1993 prescription
#EW_significance: ratio of EWr_fit to (EW_3sig_lim_Schneider/3). Probably use this for SIGNIFICANCE
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means the code was unable to fit the line.
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	MAD_significance	EW_3sig_lim_Schneider	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u	EW_significance	f_SNR
S0108+0624	[OIII]2331	6783.9905	2331.1	EMISSION	-0.0698	0.0596	-0.346	0.0747	1.3494e-18	1.1522e-18	6.9702e-18	5.1766e-18	-1.0858	-0.1288	1.0	0.1052	6784.2003	0.4991	0.7707	1.9103	0.0002	1.62577639752	1.17115084187
S0108+0624	SiII2335a	6795.6983	2335.123	EMISSION	-0.1335	0.2209	-0.0757	0.0745	2.5702e-18	4.2536e-18	6.9702e-18	5.1766e-18	-0.84997	-0.0847	1.0	0.1031	6795.4881	0.8847	1.5031	1.9101	0.0004	4.72845336482	0.60424111341
S0108+0624	SiII2335b	6796.2745	2335.321	EMISSION	-0.0	0.3232	-0.0569	0.0745	1.2926e-27	6.2208e-18	6.9702e-18	5.1766e-18	-1.3465	-0.0849	1.0	0.0	6796.4826	7208517268.23	2.7975	1.9103	3086735.0862	0.0	2.07786779835e-10
S0108+0624	OII2470mid	7191.2075	2471.027	EMISSION	-0.2135	0.0849	-0.0185	0.0923	3.6831e-18	1.4644e-18	-4.4402e-18	4.875e-18	1.6663	-0.1219	1.0	0.224	7191.4299	0.3307	1.1065	1.9103	0.0001	5.25430680886	2.51509150505
S0900+2234	NII1084	3289.0545	1084.5659	FINESTR	-0.0	0.0824	0.5599	0.2057	8.3686e-35	3.8904e-18	1.4868e-17	1.3754e-17	-1.081	-0.2245	1.0	0.0	3289.3797	0.0	0.6102	2.0329	0.0	0.0	2.15108986222e-17
S0900+2234	NII1085	3291.9868	1085.5328	FINESTR	-0.0	0.1629	0.0357	0.2158	1.5783e-24	7.6296e-18	1.4868e-17	1.3754e-17	-1.081	-0.2371	1.0	0.0	3291.6611	2146939.3842	0.6107	2.0323	1977.7748	0.0	2.06865366467e-07
S0900+2234	CII1334	4045.6347	1334.5323	ISM	0.9496	0.0704	1.2555	0.06	-3.9593e-17	2.937e-18	-7.675e-19	8.2079e-18	4.7303	0.0643	1.0	-0.6685	4045.9837	0.0955	1.718	2.0318	0.0001	44.3048211509	13.480762683
S0900+2234	CII1335b	4050.5316	1335.663	FINESTR	-0.0	17.0545	1.0099	0.0593	1.6435e-27	7.092e-16	-7.675e-19	8.2079e-18	0.093507	-0.0679	1.0	0.0	4050.9323	29957409713.6	0.7515	2.0329	22428868.4448	0.0	2.3173998872e-12
S0900+2234	CII1335c	4050.6681	1335.708	EMISSION	-0.0	17.0676	0.9863	0.0587	4.0011e-27	7.0974e-16	-7.675e-19	8.2079e-18	0.093507	-0.0686	1.0	0.0	4051.0688	12247513996.1	0.7515	2.0329	9169304.9649	0.0	5.63741651873e-12
S0900+2234	NIV]1486	4507.9599	1486.5	EMISSION	-0.0491	0.0649	-0.0185	0.0562	1.6331e-18	2.1594e-18	-1.0688e-18	7.8284e-18	0.34514	-0.0645	1.0	0.031	4508.4058	1.9109	1.9144	2.0329	0.0013	2.28372093023	0.756274891173
S0900+2234	SiII1533	4650.2835	1533.4312	FINESTR	-0.0	0.0229	0.3413	0.0568	3.4804e-30	6.9184e-19	-1.7678e-17	2.9156e-17	0.60634	-0.0642	1.0	0.0	4650.233	0.0	0.8627	2.0326	0.0	0.0	5.03064292322e-12
S0900+2234	HeII1640	4974.7286	1640.417	EMISSION	-0.0	0.0232	0.0488	0.0574	3.2749e-28	6.6642e-19	-3.1399e-18	8.7961e-18	0.35697	-0.0654	1.0	0.0	4975.2207	2680738883.52	0.9229	2.0329	1634181.3597	0.0	4.91416824225e-10
S0900+2234	OIII]1660	5036.5694	1660.809	EMISSION	-0.0326	0.0415	0.1336	0.0522	9.2194e-19	1.176e-18	3.818e-18	5.6982e-18	-0.50825	-0.059	1.0	0.0387	5036.0711	0.9812	1.0187	2.0323	0.0006	1.65762711864	0.783962585034
S0900+2234	OIII1666	5052.7665	1666.15	EMISSION	-0.133	0.0486	-0.0007	0.0515	3.7466e-18	1.3695e-18	3.818e-18	5.6982e-18	-0.012531	-0.0579	1.0	0.1101	5052.2666	0.4029	1.4615	2.0323	0.0002	6.89119170984	2.73574297189
S0900+2234	SiIII1882	5709.4972	1882.707	EMISSION	-0.0036	0.0535	0.0109	0.0716	7.6712e-20	1.1477e-18	-4.3723e-18	7.8929e-18	0.56368	-0.0821	1.0	0.0041	5710.0621	12.0036	1.0592	2.0329	0.0064	0.131546894032	0.0668397664895
S0900+2234	SiIII1892	5737.7671	1892.029	EMISSION	-0.0	0.0307	0.5114	0.0726	7.5435e-29	6.4869e-19	1.9612e-18	5.7154e-18	-0.34313	-0.0854	1.0	0.0	5738.3348	11625346249.0	1.0645	2.0329	6144380.5824	0.0	1.16288211627e-10
S0900+2234	CIII]1906	5782.2069	1906.683	EMISSION	-0.1362	0.0726	-0.2318	0.0758	2.8282e-18	1.5074e-18	-9.5875e-18	4.0241e-18	3.0854	-0.0905	1.0	0.0989	5781.6349	0.6665	1.6656	2.0323	0.0003	4.51491712707	1.87621069391
S0900+2234	CIII]1908	5788.4267	1908.734	EMISSION	-0.1819	0.0694	-0.2404	0.077	3.7706e-18	1.4385e-18	-9.5875e-18	4.0241e-18	3.3196	-0.091	1.0	0.1478	5788.9723	0.426	1.4892	2.0329	0.0002	5.9967032967	2.62120264164
S0900+2234	NII]2140	6489.764	2140.0	EMISSION	-0.0838	0.1077	-0.2829	0.105	1.3295e-18	1.7096e-18	9.1147e-20	3.0071e-18	0.41181	-0.1223	1.0	0.0368	6490.406	2.6787	2.7559	2.0329	0.0013	2.05560098119	0.777667290594
S0900+2234	OIII2320	7040.6782	2321.664	EMISSION	-0.0264	0.0838	0.2176	0.1131	3.5092e-19	1.116e-18	-7.8741e-18	3.2738e-18	2.5124	-0.133	1.0	0.0244	7041.3747	3.1571	1.3062	2.0329	0.0014	0.595488721805	0.314444444444
S0900+2234	CII2323	7048.4114	2324.214	EMISSION	-0.0	0.0549	-0.0478	0.1161	1.5737e-28	7.2917e-19	-7.8741e-18	3.2738e-18	2.4052	-0.1276	1.0	0.0	7047.8434	8612783915.41	1.3078	2.0324	3705675.947	0.0	2.15820727677e-10
S0900+2234	CII2325b	7052.0171	2325.403	EMISSION	-0.0	1.5586	-0.1795	0.1175	6.0901e-25	2.0653e-17	-7.8741e-18	3.2738e-18	2.4052	-0.1334	1.0	0.0	7052.6676	26756213.4156	1.3637	2.0329	11506.0544	0.0	2.94877257541e-08
S0900+2234	CII2325c	7054.1703	2326.113	EMISSION	-0.1	1.3177	-0.1854	0.1187	1.3244e-18	1.7448e-17	-7.8741e-18	3.2738e-18	2.8097	-0.146	1.0	0.0925	7054.3876	14.1857	1.3087	2.0327	0.0061	2.05479452055	0.0759055479138
S0900+2234	CII2325d	7058.8162	2327.645	EMISSION	-0.0685	0.1952	0.0024	0.1208	9.0494e-19	2.5799e-18	-7.8741e-18	3.2738e-18	2.6816	-0.1417	1.0	0.0633	7058.3344	3.5795	1.3096	2.0324	0.0015	1.45024700071	0.350765533548
S0900+2234	CII2328	7062.4341	2328.838	EMISSION	-0.0517	0.1038	0.1096	0.1209	6.8206e-19	1.3686e-18	-7.8741e-18	3.2738e-18	2.6135	-0.1342	1.0	0.0477	7063.1328	2.0078	1.3102	2.0329	0.0009	1.15573770492	0.498363290954
S0900+2234	OII2470mid	7493.6365	2471.027	EMISSION	-0.0	0.1013	0.8498	0.1519	3.3099e-25	1.2204e-18	-7.7096e-18	2.4361e-18	3.1647	-0.1116	1.0	0.0	7492.8952	3932587.334	1.3902	2.0323	1591.4789	0.0	2.71214355949e-07
S0957+0509	NII1084	3058.9314	1084.5659	FINESTR	-29.7524	3.8857	-101.8007	1.1087	4.0088e-15	5.2355e-16	0.0	4.5437e-17	88.226	-1.5947	1.0	25.7712	3058.8672	0.2215	1.299	1.8204	0.0002	55.9711544491	7.65695731067
S0957+0509	NII1085	3061.6584	1085.5328	FINESTR	-66.7613	4.1331	-122.4289	1.2866	8.7042e-15	5.3887e-16	0.0	4.5437e-17	191.56	-1.4283	1.0	57.7763	3061.7887	0.1008	1.3002	1.8205	0.0001	140.225372821	16.1526898881
S0957+0509	CII1334	3763.3944	1334.5323	ISM	1.5503	0.3132	2.0232	0.2108	-4.0916e-17	8.2652e-18	3.1242e-18	1.2723e-17	3.4614	0.2337	1.0	-1.0913	3763.3994	0.235	1.5982	1.82	0.0002	19.9011553273	4.95039442482
S0957+0509	CII1335b	3767.1306	1335.663	FINESTR	-0.0	0.5449	1.3988	0.2066	2.0336e-30	1.4415e-17	3.1242e-18	1.2723e-17	-0.24556	-0.2357	1.0	0.0	3766.9704	0.0	0.5204	1.8203	0.0	0.0	1.41075268817e-13
S0957+0509	CII1335c	3767.2576	1335.708	EMISSION	-0.0	0.5288	1.4414	0.2095	8.269e-33	1.3985e-17	3.1242e-18	1.2723e-17	-0.24556	-0.2357	1.0	0.0	3767.0973	0.0	0.5204	1.8203	0.0	0.0	5.91276367537e-16
S0957+0509	NIV]1486	4192.5543	1486.5	EMISSION	-0.1627	0.195	-0.3072	0.1433	3.7498e-18	4.4955e-18	1.4129e-18	4.5778e-18	0.5105	-0.1607	1.0	0.1028	4192.7327	1.6394	1.7804	1.8205	0.0011	3.03733665215	0.834123011901
S0957+0509	SiII1533	4324.92	1533.4312	FINESTR	-0.2105	0.1485	0.1331	0.1373	4.5017e-18	3.1759e-18	-1.2508e-17	3.3829e-18	5.0281	-0.1472	1.0	0.1946	4325.104	0.656	1.2175	1.8205	0.0004	4.29008152174	1.41745646903
S0957+0509	HeII1640	4626.6649	1640.417	EMISSION	-0.2702	0.1021	-0.2551	0.1275	5.4702e-18	2.0669e-18	-2.0492e-18	5.3589e-18	1.4032	-0.1467	1.0	0.4631	4626.478	0.1874	0.6566	1.8203	0.0001	5.52556237219	2.64657216121
S0957+0509	OIII]1660	4684.1789	1660.809	EMISSION	-0.0913	0.0907	0.1341	0.1146	1.8316e-18	1.8197e-18	-3.1624e-19	4.8417e-18	0.44361	-0.131	1.0	0.1587	4683.9796	0.4848	0.6471	1.8203	0.0003	2.09083969466	1.00653953948
S0957+0509	OIII1666	4699.2428	1666.15	EMISSION	-0.5053	0.1272	-0.3326	0.1113	1.0132e-17	2.5513e-18	-1.489e-18	6.5681e-18	1.7692	-0.1281	1.0	0.4215	4699.4427	0.2573	1.349	1.8205	0.0002	11.8337236534	3.97130874456
S0957+0509	SiIII1882	5310.0245	1882.707	EMISSION	-0.4217	0.1268	-0.7355	0.1421	6.7116e-18	2.0174e-18	6.1784e-19	3.1245e-18	1.9504	-0.1599	1.0	0.4899	5309.9199	0.2212	0.9686	1.8204	0.0001	7.91181988743	3.32685634976
S0957+0509	SiIII1892	5336.3164	1892.029	EMISSION	-0.2752	0.1106	-0.059	0.1384	4.3444e-18	1.7454e-18	4.526e-18	1.3077e-17	-0.013888	-0.1599	1.0	0.42	5336.5359	0.2238	0.7372	1.8205	0.0001	5.16322701689	2.4890569497
S0957+0509	CIII]1906	5377.6469	1906.683	EMISSION	-1.3214	0.1513	-1.9154	0.1432	2.057e-17	2.3548e-18	-4.3746e-18	2.5835e-18	9.6555	-0.1625	1.0	1.1428	5377.7883	0.1119	1.3011	1.8205	0.0001	24.3950769231	8.73534907423
S0957+0509	CIII]1908	5383.4315	1908.734	EMISSION	-0.6004	0.1122	-1.995	0.1438	9.3315e-18	1.7436e-18	-4.3746e-18	2.5835e-18	5.3053	-0.1578	1.0	0.9084	5383.4784	0.1043	0.7437	1.8204	0.0001	11.4144486692	5.35185822436
S0957+0509	NII]2140	6035.6988	2140.0	EMISSION	-0.0751	0.1338	0.0406	0.1598	9.9354e-19	1.7704e-18	-1.2041e-18	3.17e-18	0.69325	-0.1716	1.0	0.0938	6035.442	1.2196	0.9003	1.8203	0.0006	1.31293706294	0.561195210122
S0957+0509	OIII2320	6548.0676	2321.664	EMISSION	-0.0623	0.2166	0.1401	0.205	6.3918e-19	2.2237e-18	-2.6143e-18	2.7897e-18	1.1662	-0.2008	1.0	0.0423	6547.789	4.4208	1.6543	1.8203	0.0019	0.93077689243	0.287439852498
S0957+0509	CII2323	6555.2596	2324.214	EMISSION	-0.0193	0.357	-0.4212	0.2132	1.9664e-19	3.6441e-18	-2.6143e-18	2.7897e-18	1.0076	-0.2421	1.0	0.0149	6554.9815	26.737	1.4547	1.8203	0.0115	0.239157372986	0.0539611975522
S0957+0509	CII2325b	6558.6131	2325.403	EMISSION	-0.2179	0.4196	-0.7624	0.2248	2.2173e-18	4.271e-18	-2.6143e-18	2.7897e-18	1.732	-0.2364	1.0	0.2706	6558.3431	1.357	0.906	1.8203	0.0006	2.7652284264	0.51915242332
S0957+0509	CII2325c	6560.6156	2326.113	EMISSION	-0.1442	0.5489	-1.0413	0.2276	1.4662e-18	5.5818e-18	-2.6143e-18	2.7897e-18	1.4627	-0.2543	1.0	0.1605	6560.8948	2.4041	1.0111	1.8205	0.001	1.70114038537	0.26267512272
S0957+0509	CII2325d	6564.9365	2327.645	EMISSION	-0.6078	12.246	-1.0531	0.2235	6.1674e-18	1.2427e-16	-2.6143e-18	2.7897e-18	3.1479	-0.2247	1.0	0.3691	6565.2158	20.8022	1.8526	1.8205	0.0089	8.11481975968	0.049629033556
S0957+0509	CII2328	6568.3013	2328.838	EMISSION	-0.0181	11.2798	-0.8398	0.2129	1.8295e-19	1.1429e-16	-2.6143e-18	2.7897e-18	1.0027	-0.2195	1.0	0.0094	6568.0218	1424.7705	2.154	1.8203	0.6118	0.247380410023	0.00160075247178
S0957+0509	[OIII]2331	6574.6811	2331.1	EMISSION	-0.0502	0.1725	-0.2541	0.2105	5.0603e-19	1.7402e-18	-2.6143e-18	2.7897e-18	1.1185	-0.2202	1.0	0.0621	6574.4013	2.512	0.9083	1.8203	0.0011	0.683923705722	0.290788415125
S0957+0509	SiII2335a	6586.0276	2335.123	EMISSION	-0.0	0.1912	0.6169	0.203	2.5091e-59	1.9247e-18	-2.6143e-18	2.7897e-18	0.93712	-0.2211	1.0	0.0	6586.3078	0.0	0.9099	1.8205	0.0	0.0	1.30363173482e-41
S0957+0509	SiII2335b	6586.5861	2335.321	EMISSION	-0.0	0.1885	0.5989	0.2024	6.9694e-72	1.898e-18	-2.6143e-18	2.7897e-18	0.93712	-0.2184	1.0	0.0	6586.8648	0.0	0.91	1.8205	0.0	0.0	3.67197049526e-54
S0957+0509	OII2470mid	6969.334	2471.027	EMISSION	-0.3863	0.251	-0.3022	0.2141	3.3318e-18	2.1647e-18	-7.9434e-19	1.018e-17	0.4053	-0.2677	1.0	0.2132	6969.6305	1.0398	2.0392	1.8205	0.0004	4.32909973851	1.53915092161
S1050+0017	CIII977	4519.0106	977.02	EMISSION	-0.0234	0.8641	1.0235	1.1167	9.8329e-20	3.624e-18	4.5127e-18	4.2849e-18	-1.0302	-1.3742	1.0	0.0894	4517.2739	13.547	0.4838	3.6235	0.0139	0.05108426721	0.0271327262693
S1050+0017	NII1084	5016.4427	1084.5659	FINESTR	-2.4088	0.5058	-0.9683	0.6073	1.5499e-17	3.2548e-18	-4.0225e-19	7.2422e-18	2.1956	-0.6913	1.0	8.277	5015.3969	0.0836	0.537	3.6243	0.0001	10.4533487632	4.7618901315
S1050+0017	NII1085	5020.9149	1085.5328	FINESTR	-0.0	0.2451	-0.1376	0.604	7.2968e-33	1.5559e-18	-4.0225e-19	7.2422e-18	0.055543	-0.688	1.0	0.0	5023.5201	0.0	0.5375	3.6277	0.0	0.0	4.6897615528e-15
S1050+0017	CII1334	6170.3435	1334.5323	ISM	2.5476	1.4636	1.8953	0.5062	-1.8596e-17	1.0683e-17	-5.8949e-20	3.4726e-18	5.3379	0.7247	1.0	-1.7933	6173.7658	0.7888	2.6203	3.6262	0.0006	10.5461570305	1.74070953852
S1050+0017	CII1335b	6177.8421	1335.663	FINESTR	-0.3446	0.5426	1.6628	0.5235	2.5218e-18	3.9707e-18	-5.8949e-20	3.4726e-18	0.74318	-0.5681	1.0	0.9615	6174.6365	0.5998	0.6613	3.6229	0.0004	1.81975004401	0.635102123051
S1050+0017	CII1335c	6178.0502	1335.708	EMISSION	-0.1696	0.4984	1.4256	0.51	1.245e-18	3.6592e-18	-5.8949e-20	3.4726e-18	0.37549	-0.5681	1.0	0.288	6181.2559	2.4408	1.0864	3.6277	0.0018	0.895616968844	0.340238303454
S1050+0017	NIV]1486	6875.5085	1486.5	EMISSION	-0.4245	0.5491	0.4526	0.61	2.6797e-18	3.4665e-18	-2.9675e-18	7.5367e-18	0.7493	-0.651	1.0	0.6657	6875.9229	1.1452	1.1765	3.6256	0.0008	1.95622119816	0.773027549401
S1050+0017	SiII1533	7092.5793	1533.4312	FINESTR	-0.694	0.562	0.0615	0.6737	4.273e-18	3.4599e-18	-6.5928e-18	7.9021e-18	1.375	-0.6675	1.0	1.5327	7092.883	0.5144	0.8356	3.6255	0.0003	3.1191011236	1.2350067921
S1050+0017	HeII1640	7587.4208	1640.417	EMISSION	-0.3097	0.3565	0.2196	0.4869	3.2178e-18	3.7041e-18	-9.1724e-18	5.2302e-18	2.3689	-0.4864	1.0	0.7035	7585.4495	0.7045	0.8122	3.6241	0.0004	1.91015625	0.868713047704
S1050+0017	OIII]1660	7681.7399	1660.809	EMISSION	-0.0	0.1763	1.9341	0.389	2.7558e-27	2.0481e-18	-9.7572e-18	1.0431e-17	0.93537	-0.4624	1.0	0.0	7685.7142	877421214.991	0.8223	3.6277	528309.5257	0.0	1.34553976857e-09
S1050+0017	OIII1666	7706.4436	1666.15	EMISSION	-0.7059	0.5015	-0.3311	0.4813	8.6378e-18	6.1361e-18	-1.5233e-17	1.0306e-17	2.3162	-1.7835	1.0	0.7372	7706.8774	0.9389	1.7669	3.6256	0.0006	1.1873843566	1.40770196053
Horseshoe	CIII977	3303.4512	977.02	EMISSION	-0.0	0.3229	0.725	0.7751	4.0441e-31	4.8242e-18	1.2342e-18	5.1718e-18	-0.23863	-0.8998	1.0	0.0	3303.0994	0.0	0.4211	2.3808	0.0	0.0	8.38294432237e-14
Horseshoe	NII1084	3667.08	1084.5659	FINESTR	-0.2124	0.2486	0.9798	0.3115	2.6747e-18	3.1314e-18	9.8072e-19	3.5431e-18	0.4781	-0.362	1.0	0.6128	3667.4704	0.4153	0.4675	2.3815	0.0004	1.76022099448	0.854154691192
Horseshoe	NII1085	3670.3492	1085.5328	FINESTR	-0.0	0.1298	0.0032	0.3159	2.5501e-33	1.6255e-18	9.8072e-19	3.5431e-18	-0.2768	-0.3492	1.0	0.0	3670.74	0.0	0.4679	2.3815	0.0	0.0	1.56880959705e-15
Horseshoe	CII1334	4509.1177	1334.5323	ISM	1.699	0.242	2.344	0.1666	-1.9887e-17	2.832e-18	6.3837e-19	2.4142e-18	8.5017	0.191	1.0	-1.196	4509.6567	0.207	1.9148	2.3792	0.0002	26.6858638743	7.02224576271
Horseshoe	CII1335b	4516.077	1335.663	FINESTR	-0.0	28.9653	0.9838	0.1749	2.723e-30	3.3833e-16	6.3837e-19	2.4142e-18	-0.26442	-0.2013	1.0	0.0	4516.5578	1.16107856651e+11	0.5757	2.3815	86929005.7826	0.0	8.04835515621e-15
Horseshoe	CII1335c	4516.2291	1335.708	EMISSION	-0.0143	27.984	0.9838	0.1749	1.6707e-19	3.2687e-16	6.3837e-19	2.4142e-18	-0.19522	-0.203	1.0	0.0335	4516.71	302.3526	0.5758	2.3815	0.2264	0.211330049261	0.000511120628996
Horseshoe	NIV]1486	5026.0795	1486.5	EMISSION	-0.0673	0.1315	-0.1367	0.1671	6.9989e-19	1.3674e-18	1.3929e-19	2.8123e-18	0.19934	-0.1901	1.0	0.1417	5025.5443	0.9475	0.6408	2.3808	0.0006	1.06207259337	0.511839988299
Horseshoe	SiII1533	5184.7609	1533.4312	FINESTR	-0.2115	0.179	-0.2128	0.1603	2.044e-18	1.7295e-18	-8.5323e-18	2.7133e-18	3.8979	-0.1787	1.0	0.1997	5184.5112	0.918	1.4284	2.381	0.0006	3.55064353665	1.18184446372
Horseshoe	HeII1640	5546.4959	1640.417	EMISSION	-0.3778	0.2744	-0.4742	0.185	3.3666e-18	2.4449e-18	0.0	1.5471e-18	2.1761	-0.202	1.0	0.2164	5547.0865	1.2709	2.3554	2.3815	0.0008	5.61089108911	1.3769888339
Horseshoe	OIII]1660	5615.4444	1660.809	EMISSION	-0.2165	0.1671	0.0869	0.1784	1.8651e-18	1.4393e-18	1.5145e-19	2.029e-18	0.84457	-0.2104	1.0	0.2838	5615.9598	0.5983	1.029	2.3815	0.0004	3.08697718631	1.29583825471
Horseshoe	OIII1666	5633.5031	1666.15	EMISSION	-0.1769	0.1424	-0.2896	0.1799	1.5053e-18	1.2111e-18	-9.9835e-19	1.4225e-18	1.76	-0.2208	1.0	0.3323	5633.0525	0.4356	0.7182	2.3809	0.0003	2.4035326087	1.24291965981
Horseshoe	SiIII1882	6365.7148	1882.707	EMISSION	-0.1345	0.3697	0.1284	0.3639	8.0181e-19	2.2041e-18	-1.2372e-18	2.2996e-18	0.8867	-0.3194	1.0	0.2235	6365.4259	1.7166	0.8115	2.381	0.0009	1.26330619912	0.363781135157
Horseshoe	SiIII1892	6397.2339	1892.029	EMISSION	-0.026	0.2107	0.6213	0.2634	1.5213e-19	1.2328e-18	-1.6058e-18	1.5294e-18	1.1494	-0.3261	1.0	0.043	6396.5527	5.0092	0.8156	2.3808	0.0026	0.239190432383	0.123402011681
Horseshoe	CIII]1906	6446.7812	1906.683	EMISSION	-1.0748	0.4293	-1.0743	0.2781	6.0731e-18	2.4261e-18	-1.6045e-18	1.1139e-18	6.8925	-0.3527	1.0	0.5295	6447.4533	0.8028	2.7377	2.3815	0.0004	9.14204706549	2.50323564569
Horseshoe	CIII]1908	6453.716	1908.734	EMISSION	-0.2847	0.2455	-1.1015	0.2878	1.6045e-18	1.3835e-18	-1.6045e-18	1.1139e-18	2.8808	-0.3632	1.0	0.4621	6454.3728	0.537	0.8309	2.3815	0.0003	2.3515969163	1.15973979039
Horseshoe	NII]2140	7235.661	2140.0	EMISSION	-0.2265	0.6372	-0.2748	0.5554	1.0358e-18	2.9145e-18	-1.5622e-18	1.9341e-18	1.3432	-0.3798	1.0	0.0994	7236.4314	6.577	3.0727	2.3815	0.0031	1.78909952607	0.35539543661
Horseshoe	OIII2320	7849.8942	2321.664	EMISSION	-0.293	7.8615	-3.7881	0.7996	1.5377e-18	4.1253e-17	-2.1185e-18	7.0457e-18	0.51893	-0.9887	1.0	0.1186	7850.73	102.5376	3.3335	2.3815	0.0442	0.889046222312	0.0372748648583
Horseshoe	CII2323	7858.5162	2324.214	EMISSION	-0.8936	11.4178	-4.9649	0.8414	4.7099e-18	6.0177e-17	-2.1185e-18	7.0457e-18	0.96915	-0.4112	1.0	0.3612	7857.6794	24.762	3.3372	2.3808	0.0107	6.51945525292	0.0782674443724
Horseshoe	CII2325b	7862.5364	2325.403	EMISSION	-0.977	3.3927	-4.583	0.8425	5.1558e-18	1.7904e-17	-2.1185e-18	7.0457e-18	1.0324	-0.746	1.0	0.9531	7862.3138	1.3653	1.3827	2.3811	0.0006	3.92895442359	0.287969168901
Horseshoe	CII2325c	7864.937	2326.113	EMISSION	-0.2	0.7794	-3.8291	0.8364	1.0567e-18	4.1182e-18	-2.1185e-18	7.0457e-18	0.45065	-1.8992	1.0	0.269	7865.7599	2.9993	1.0027	2.3815	0.0013	0.315922493682	0.256592686125
Horseshoe	CII2325d	7870.1169	2327.645	EMISSION	-0.0	0.5702	-2.2804	0.6948	5.2955e-29	3.0236e-18	-2.1185e-18	7.0457e-18	0.30068	-0.5126	1.0	0.0	7870.9548	68522355159.0	1.0033	2.3815	29438490.4739	0.0	1.75138907263e-11
Horseshoe	CII2328	7874.1506	2328.838	EMISSION	-0.649	0.8326	-1.0903	0.64	3.4482e-18	4.4241e-18	-2.1185e-18	7.0457e-18	0.79008	-0.4477	1.0	0.872	7873.3122	1.2705	1.0039	2.3808	0.0005	4.34889434889	0.779412761918
Horseshoe	[OIII]2331	7881.7988	2331.1	EMISSION	-0.4744	0.562	-1.0126	0.6621	2.5261e-18	2.9927e-18	-2.1185e-18	7.0457e-18	0.65921	-0.6608	1.0	0.6368	7881.2755	0.8167	1.0048	2.3809	0.0004	2.15375302663	0.844087279046
S1226+2152	CIII977	3835.7805	977.02	EMISSION	-0.0	0.0468	1.909	0.1144	5.7945e-27	8.566e-19	-1.843e-17	1.6912e-17	1.0897	-0.1328	1.0	0.0	3836.3667	97068495.0731	0.4666	2.9266	99351.5947	0.0	6.764534205e-09
S1226+2152	NII1084	4258.0057	1084.5659	FINESTR	-0.0	0.0236	1.0429	0.0559	1.6027e-27	6.7245e-19	-3.1211e-18	6.508e-18	0.47958	-0.0654	1.0	0.0	4258.6558	306227980.684	0.518	2.9266	282350.7365	0.0	2.38337422857e-09
S1226+2152	NII1085	4261.8018	1085.5328	FINESTR	-0.0	0.0432	0.3949	0.0555	2.6273e-37	1.2286e-18	-3.1211e-18	6.508e-18	0.47958	-0.0624	1.0	0.0	4262.4531	0.0	1.8094	2.9266	0.0	0.0	2.1384502686e-19
S1226+2152	CII1334	5234.9699	1334.5323	ISM	1.7158	0.0398	2.2772	0.0281	-5.7312e-17	1.3292e-18	-1.627e-19	4.3031e-18	13.281	0.0308	1.0	-1.2078	5235.3091	0.0391	2.2231	2.923	0.0	167.123376623	43.1176647608
S1226+2152	CII1335b	5243.8129	1335.663	FINESTR	-0.0	0.0149	0.9442	0.0301	5.8359e-33	4.9825e-19	-1.627e-19	4.3031e-18	0.03781	-0.0351	1.0	0.0	5243.0195	0.0	0.6379	2.9254	0.0	0.0	1.17127947817e-14
S1226+2152	CII1335c	5243.9896	1335.708	EMISSION	-0.0	0.0282	0.9436	0.0306	9.1785e-39	9.3989e-19	-1.627e-19	4.3031e-18	0.03781	-0.0351	1.0	0.0	5244.7664	0.0	2.2038	2.9266	0.0	0.0	9.76550447393e-21
